ingresos,gastos,balance
0.0,1278.42,98537.08
0.0,8500.0,14680.74
0.0,1428.84,74672.81
127.78,0.0,86863.53
0.0,1070.06,70591.1
0.0,409.5,72818.94
795.42,0.0,66563.83
281.3,0.0,43577.08
0.0,193.77,20011.86
0.0,5000.0,28807.37
0.0,1309.43,73362.45
1179.03,0.0,57809.53
192.5,0.0,57551.39
0.0,787.12,92842.42
0.0,357.0,38922.31
976.45,0.0,88655.44
0.0,536.06,14377.6
0.0,435.75,98565.73
118.15,0.0,41315.51
1381.79,0.0,28739.63
0.0,118.36,54459.01
0.0,387.04,81090.5
968.06,0.0,77912.62
0.0,1474.97,55169.07
889.6,0.0,60245.07
984.41,0.0,58129.98
0.0,15.85,96229.41
0.0,1337.47,34144.13
379.35,0.0,90967.14
1449.0,0.0,62665.86
186.58,0.0,72333.11
0.0,8500.0,88327.87
0.0,1127.26,97946.32
5000.0,0.0,91288.2
0.0,1146.11,63215.61
8500.0,0.0,72398.99
1249.11,0.0,53350.94
0.0,1167.0,79286.55
1114.4,0.0,82053.04
1467.17,0.0,97673.44
0.0,281.25,63335.51
0.0,851.76,95078.38
1335.86,0.0,94378.31
993.97,0.0,10534.25
0.0,630.6,75502.62
0.0,8500.0,43991.3
543.73,0.0,96517.6
0.0,446.25,64410.48
0.0,652.04,83024.59
0.0,200.15,62338.42
939.0,0.0,61240.52
0.0,915.71,47086.73
53.14,0.0,77975.27
679.28,0.0,31169.88
262.76,0.0,57979.98
105.46,0.0,92568.94
773.16,0.0,91470.23
0.0,1228.14,27838.46
923.11,0.0,30246.1
0.0,1099.67,38436.84
0.0,1216.09,16583.66
902.14,0.0,92205.73
1108.41,0.0,10208.64
118.88,0.0,31820.24
184.17,0.0,47852.73
1334.79,0.0,21795.95
1222.56,0.0,46367.7
0.0,775.96,32715.2
0.0,244.29,76197.62
1262.12,0.0,95040.58
0.0,313.15,17904.2
0.0,714.17,60158.11
1141.84,0.0,44737.72
66.13,0.0,53984.22
0.0,385.59,28861.79
0.0,342.83,62841.71
0.0,1221.54,70291.47
0.0,8500.0,56576.75
203.07,0.0,34166.57
0.0,404.44,43964.69
868.13,0.0,42274.34
970.97,0.0,75579.59
658.75,0.0,59382.23
0.0,8500.0,60232.85
0.0,1024.67,70198.07
0.0,1278.09,39531.97
1039.65,0.0,55575.03
0.0,8500.0,41563.39
0.0,926.89,57932.74
0.0,534.87,12389.76
1321.43,0.0,81616.1
1263.81,0.0,77639.05
992.06,0.0,92849.17
591.94,0.0,14445.39
673.45,0.0,79572.26
0.0,73.91,91828.97
917.26,0.0,70792.39
184.1,0.0,34707.27
0.0,955.84,93569.54
0.0,1481.36,35393.0
708.52,0.0,96822.28
0.0,517.36,46478.96
719.9,0.0,51715.37
0.0,193.99,60597.8
0.0,8500.0,99786.21
868.74,0.0,64689.84
0.0,1130.27,25416.85
0.0,298.33,39751.51
393.62,0.0,29707.26
1460.32,0.0,51131.41
312.79,0.0,80601.83
0.0,437.46,14315.76
0.0,82.53,88192.08
0.0,741.42,67668.56
0.0,428.76,39181.07
176.31,0.0,60201.3
0.0,1121.27,62074.86
369.85,0.0,48316.54
0.0,157.19,48669.82
0.0,465.01,76573.33
673.04,0.0,13406.41
0.0,862.29,21493.21
0.0,1284.44,54082.72
1024.91,0.0,23927.55
0.0,612.01,43826.81
1120.52,0.0,95160.67
1173.68,0.0,47875.83
1211.48,0.0,23385.98
1081.98,0.0,34024.47
920.17,0.0,97308.35
5000.0,0.0,86705.42
0.0,213.12,58285.4
307.63,0.0,75405.48
0.0,1165.85,78804.17
182.26,0.0,71559.41
767.47,0.0,80867.69
0.0,605.88,47050.0
0.0,925.73,32589.26
0.0,841.58,46476.24
0.0,205.75,65258.24
0.0,843.84,75620.39
0.0,838.55,25928.13
1360.18,0.0,23736.03
1131.32,0.0,80814.31
782.82,0.0,66279.52
1144.4,0.0,67821.1
0.0,629.54,89785.55
1066.92,0.0,74931.3
679.32,0.0,51286.54
0.0,8500.0,90773.61
952.51,0.0,99327.07
515.7,0.0,51500.81
0.0,247.99,96260.29
0.0,1132.29,18565.22
985.21,0.0,99532.76
0.0,591.61,86363.24
491.25,0.0,78132.47
321.78,0.0,87661.97
804.76,0.0,52612.61
997.22,0.0,50521.99
0.0,191.88,93338.18
0.0,126.39,23838.75
1266.01,0.0,61971.39
566.83,0.0,99171.44
0.0,63.39,69038.45
0.0,651.3,75656.33
676.25,0.0,63937.96
83.96,0.0,98261.24
119.03,0.0,76982.07
756.55,0.0,46733.82
0.0,8500.0,79125.82
0.0,1078.73,51928.12
321.51,0.0,55258.17
1019.73,0.0,18473.06
0.0,8500.0,56303.22
661.38,0.0,39217.67
0.0,1323.76,19089.88
1139.06,0.0,42417.14
389.2,0.0,86074.71
0.0,103.23,67423.24
0.0,1317.12,71461.15
1234.25,0.0,64974.45
0.0,447.52,92994.31
0.0,1127.68,17538.49
0.0,746.45,95240.91
0.0,172.61,60959.58
1296.02,0.0,55152.97
0.0,55.31,85471.36
277.82,0.0,48648.1
740.74,0.0,44246.22
0.0,129.04,32053.21
821.74,0.0,67518.31
0.0,331.87,75318.06
0.0,154.38,41584.23
537.27,0.0,58089.61
0.0,1029.57,74212.13
861.06,0.0,79375.81
73.33,0.0,31161.78
942.1,0.0,56660.24
0.0,5000.0,46943.0
0.0,354.26,64601.76
0.0,8500.0,89218.42
0.0,818.07,15730.96
0.0,110.32,48352.33
8500.0,0.0,56093.74
755.98,0.0,50784.53
0.0,477.09,56296.81
0.0,505.0,83657.89
0.0,38.83,13684.72
1067.35,0.0,12888.99
203.07,0.0,92264.26
0.0,921.21,66644.67
0.0,149.99,31789.19
373.73,0.0,64225.39
699.78,0.0,54643.77
0.0,8500.0,15963.34
1241.56,0.0,69321.15
72.05,0.0,23250.08
0.0,752.31,42406.9
865.9,0.0,56863.12
430.57,0.0,20132.04
0.0,1187.7,79305.14
0.0,1000.11,59201.02
1267.84,0.0,96942.31
933.67,0.0,38912.61
0.0,979.84,87914.16
85.11,0.0,40690.98
563.92,0.0,55017.77
0.0,1447.07,45130.38
616.32,0.0,46048.96
896.36,0.0,82612.67
0.0,445.85,64903.29
0.0,479.69,98331.01
778.74,0.0,65908.61
5000.0,0.0,33354.21
0.0,994.61,53820.87
0.0,114.74,24707.16
943.71,0.0,57133.43
0.0,932.15,10132.51
0.0,1300.36,70345.71
0.0,1489.12,99287.76
0.0,8500.0,50145.03
0.0,443.02,93012.62
0.0,573.57,90631.3
0.0,1202.03,51956.17
0.0,1397.78,87292.09
0.0,1452.65,80568.3
0.0,569.03,38190.0
0.0,826.23,89685.79
926.14,0.0,22447.51
0.0,204.5,18607.49
1123.87,0.0,40393.21
1121.26,0.0,48847.69
297.99,0.0,58512.59
0.0,764.23,69451.57
1238.46,0.0,77919.62
714.65,0.0,89772.71
0.0,1094.29,86287.0
0.0,8500.0,59215.37
0.0,1106.35,74043.41
443.49,0.0,76225.26
0.0,8500.0,99177.39
0.0,333.7,60449.49
0.0,274.32,48147.51
0.0,29.82,80616.12
0.0,850.48,56365.1
874.31,0.0,74297.97
0.0,525.65,57124.75
0.0,967.73,33920.95
0.0,1112.31,69442.88
1463.46,0.0,44565.74
1016.75,0.0,94380.54
0.0,149.38,44892.84
1063.0,0.0,63205.45
0.0,945.66,16258.89
5000.0,0.0,22574.99
0.0,162.43,13794.01
0.0,70.26,82510.32
1111.7,0.0,18910.93
1037.85,0.0,57046.37
0.0,1469.27,35409.26
0.0,1495.2,27447.08
0.0,369.99,56437.81
0.0,1230.7,77789.55
825.59,0.0,59946.88
856.73,0.0,49194.02
559.17,0.0,92573.95
0.0,160.07,81034.64
681.71,0.0,76186.3
362.81,0.0,66085.19
1173.55,0.0,70620.94
603.75,0.0,71635.66
0.0,1253.82,94807.5
0.0,707.79,26201.51
1005.39,0.0,74319.22
0.0,1340.1,69404.1
0.0,1387.37,96612.26
931.04,0.0,95678.05
0.0,932.52,80017.57
1491.31,0.0,35705.37
32.38,0.0,53324.61
0.0,8500.0,80726.8
0.0,1480.5,51870.32
0.0,1005.77,59364.95
0.0,98.93,30384.51
1290.49,0.0,93694.13
976.38,0.0,85253.13
0.0,1383.56,77452.89
647.58,0.0,31957.6
669.51,0.0,32717.01
580.63,0.0,27065.49
0.0,807.53,80527.35
1031.86,0.0,53630.69
8500.0,0.0,57930.16
227.65,0.0,51473.06
0.0,213.49,59950.35
132.26,0.0,67866.57
0.0,1166.4,15598.05
80.44,0.0,78933.66
1087.74,0.0,65004.46
428.36,0.0,61568.16
769.39,0.0,16697.9
0.0,1231.55,38925.43
1189.54,0.0,16190.87
755.0,0.0,79298.12
457.34,0.0,11453.95
0.0,1071.85,36614.0
0.0,8500.0,91414.65
0.0,518.78,77600.88
0.0,349.25,26236.75
1424.89,0.0,40418.0
208.17,0.0,94337.02
1290.42,0.0,77421.37
607.73,0.0,61040.16
0.0,1380.29,99569.16
0.0,967.08,77895.93
0.0,119.24,30437.48
127.43,0.0,93200.58
0.0,199.75,62829.91
800.74,0.0,70345.7
0.0,753.11,83654.97
0.0,132.34,53975.02
0.0,5000.0,42062.58
119.53,0.0,86675.24
0.0,731.66,82597.41
0.0,750.24,85751.73
67.95,0.0,82898.22
1499.66,0.0,45447.77
1309.47,0.0,81626.39
0.0,1040.81,59037.5
0.0,184.13,49553.29
0.0,8500.0,79026.35
1448.26,0.0,64049.29
0.0,758.3,50993.83
0.0,1158.91,22280.72
43.98,0.0,33540.09
0.0,787.5,18044.66
0.0,1207.22,60992.36
160.44,0.0,63158.56
316.75,0.0,79465.69
1062.21,0.0,42383.55
0.0,132.68,12645.48
513.65,0.0,11408.53
0.0,919.91,39680.36
824.38,0.0,12636.82
0.0,689.33,29279.43
0.0,585.36,26869.94
0.0,5000.0,26927.76
0.0,1178.41,13394.91
0.0,325.0,74034.33
0.0,33.82,63534.18
0.0,779.84,18806.13
0.0,8500.0,24996.13
0.0,1124.32,42952.13
644.88,0.0,14439.69
0.0,8500.0,52458.7
309.13,0.0,69229.47
0.0,897.65,42013.14
0.0,451.06,88882.53
0.0,902.54,74070.98
195.03,0.0,88423.47
821.81,0.0,35383.97
612.46,0.0,88408.43
0.0,592.78,83839.07
0.0,480.02,45472.84
613.52,0.0,28761.05
0.0,123.29,36808.55
1055.51,0.0,38113.88
489.18,0.0,31623.01
139.93,0.0,43934.61
909.03,0.0,68088.68
0.0,1476.38,81255.49
0.0,273.68,26001.72
902.34,0.0,87005.37
689.98,0.0,58105.96
84.16,0.0,52154.94
0.0,615.01,60244.25
805.07,0.0,78726.93
94.93,0.0,48902.81
0.0,196.61,53810.15
0.0,8.84,61954.84
0.0,8500.0,64002.52
81.61,0.0,37743.76
0.0,885.95,69188.13
0.0,900.92,11111.11
0.0,1036.38,28274.39
0.0,1280.89,88063.98
0.0,473.18,24966.32
0.0,199.92,10788.75
0.0,56.93,65265.47
0.0,1183.17,17808.12
0.0,1455.77,37302.6
0.0,28.28,28058.71
0.0,718.12,40915.4
3.29,0.0,59778.39
1342.2,0.0,84208.89
0.0,8500.0,63485.01
50.95,0.0,57729.3
0.0,133.54,92780.21
0.0,1202.83,79308.15
868.15,0.0,44946.01
0.0,1038.89,30423.34
815.7,0.0,14523.3
0.0,423.48,84253.81
0.0,901.74,74371.13
0.0,1258.48,94730.8
1131.58,0.0,88242.18
0.0,1348.4,85230.16
0.0,1349.62,30471.15
136.07,0.0,86168.26
0.0,1.37,52558.96
1072.99,0.0,45044.43
0.0,532.0,91464.0
434.51,0.0,80819.51
0.0,997.6,97885.64
0.0,112.0,32250.11
0.0,8500.0,85198.27
0.0,841.8,86550.02
531.51,0.0,91912.98
1305.08,0.0,78712.63
731.96,0.0,31013.42
424.83,0.0,21070.51
0.0,969.96,92678.64
275.34,0.0,26938.65
1347.08,0.0,66842.01
728.68,0.0,47379.45
0.0,407.94,48513.94
0.0,792.46,57520.87
0.0,239.2,41485.31
0.0,89.52,84606.98
0.0,1439.41,48966.02
590.7,0.0,86062.83
0.0,1397.17,46523.74
0.0,189.37,64769.46
925.58,0.0,60592.94
0.0,8500.0,97228.9
0.0,8500.0,67277.97
0.0,1113.5,96824.46
0.0,447.07,20740.16
368.6,0.0,82277.54
1083.75,0.0,71857.93
0.0,1063.56,50152.55
886.67,0.0,59341.46
0.0,8500.0,93695.39
1475.73,0.0,76903.12
0.0,590.21,77520.4
321.17,0.0,59812.82
359.63,0.0,24625.82
1167.64,0.0,51182.19
0.0,1246.68,62852.07
0.0,1053.72,15730.81
0.0,72.39,55487.66
938.59,0.0,72280.18
0.0,925.69,35708.84
431.56,0.0,14569.52
262.06,0.0,35588.2
0.0,462.43,98085.1
0.0,309.73,51291.39
0.0,596.86,17886.3
212.38,0.0,40320.8
676.4,0.0,24106.95
0.0,832.03,54459.96
922.07,0.0,15104.24
651.45,0.0,31775.01
352.22,0.0,17255.28
8500.0,0.0,77059.67
476.41,0.0,67505.58
0.0,477.16,53135.52
1102.47,0.0,80847.11
1099.44,0.0,64892.36
0.0,1052.27,80177.39
0.0,708.33,32692.67
1462.37,0.0,97642.43
0.0,8500.0,81331.78
995.37,0.0,10733.25
0.0,888.23,95246.28
0.0,1159.16,11391.33
0.0,364.06,85172.27
1044.88,0.0,99293.22
0.0,5000.0,96958.34
1258.29,0.0,67210.11
0.0,1197.12,57365.13
1422.73,0.0,26610.87
788.32,0.0,35005.41
983.24,0.0,22847.87
0.0,1180.96,21383.74
1456.42,0.0,86667.13
0.0,209.86,24178.9
0.0,491.51,51441.61
259.17,0.0,44738.69
1175.37,0.0,27292.28
1220.01,0.0,11602.93
140.7,0.0,69848.35
0.0,8500.0,17994.48
0.0,550.12,81180.43
0.0,468.91,85598.6
0.0,8500.0,93732.06
224.5,0.0,67245.84
1219.4,0.0,89631.17
1268.39,0.0,48032.77
679.1,0.0,85737.46
0.0,1385.65,48118.53
0.0,641.56,94034.55
446.34,0.0,21131.01
0.0,5000.0,41956.2
0.0,664.99,59255.35
1393.19,0.0,93385.01
0.0,652.5,79263.79
871.59,0.0,88105.42
371.77,0.0,55995.57
0.0,8500.0,56111.34
0.0,869.48,26508.04
0.0,666.01,73806.45
1108.85,0.0,60491.42
192.05,0.0,64044.89
432.96,0.0,74618.22
0.0,466.98,84329.75
0.0,119.31,78652.93
43.25,0.0,28954.6
702.29,0.0,44579.22
516.95,0.0,59100.95
791.03,0.0,49928.41
815.25,0.0,18866.01
1099.14,0.0,33803.51
8500.0,0.0,74959.57
906.24,0.0,60599.25
0.0,1164.97,33212.2
1145.84,0.0,87683.76
838.54,0.0,98521.32
0.0,502.71,11758.23
0.0,799.88,16532.18
0.0,707.16,75557.58
1288.05,0.0,55796.3
451.87,0.0,18901.86
277.64,0.0,33257.09
0.0,1195.36,59118.18
386.79,0.0,22179.31
0.0,664.47,23195.32
0.0,1147.41,36773.79
0.0,1329.84,82326.51
80.52,0.0,62170.34
176.09,0.0,65330.05
0.0,454.96,53464.15
0.0,811.48,57225.92
0.0,420.0,61085.64
0.0,332.24,15207.2
0.0,21.15,90670.58
1094.59,0.0,13419.06
0.0,334.4,32042.93
0.0,8500.0,88772.08
0.0,644.78,92932.54
384.79,0.0,76119.23
0.0,5000.0,41612.16
219.19,0.0,31084.09
8500.0,0.0,29374.63
790.32,0.0,30093.46
0.0,206.55,85317.75
1453.61,0.0,61184.82
0.0,1359.32,50151.56
140.91,0.0,29637.45
1491.12,0.0,12046.5
0.0,1088.57,20535.18
327.25,0.0,32969.55
1435.33,0.0,48608.33
868.28,0.0,79252.6
1459.56,0.0,56109.78
530.1,0.0,29152.76
129.03,0.0,48945.14
0.0,8500.0,98744.89
1143.14,0.0,69068.67
449.12,0.0,46747.63
308.48,0.0,78119.95
0.0,910.21,87245.67
0.0,8500.0,30296.24
1286.99,0.0,72242.4
144.9,0.0,57797.4
0.0,526.03,93458.04
0.0,1016.4,10164.41
1185.21,0.0,76473.0
0.0,8500.0,98012.33
331.51,0.0,59557.12
958.4,0.0,66042.59
0.0,484.76,48399.45
0.0,1019.31,51023.82
62.78,0.0,39548.66
0.0,1147.38,63738.04
1069.84,0.0,74033.34
0.0,2.79,96877.34
0.0,865.39,60971.18
0.0,754.62,97705.92
229.99,0.0,92741.79
0.0,533.19,50907.38
5000.0,0.0,53002.3
0.0,546.81,23459.88
0.0,5000.0,56847.53
83.34,0.0,20920.38
5000.0,0.0,71983.12
0.0,222.15,52881.51
0.0,379.98,47159.32
0.0,1172.58,11371.68
0.0,1169.86,53645.58
440.71,0.0,58301.47
0.0,988.08,80041.25
1187.19,0.0,45564.78
0.0,944.44,39302.97
802.56,0.0,65093.39
101.5,0.0,38309.02
0.0,1252.96,31492.16
0.0,505.33,63521.84
1065.87,0.0,72476.84
256.86,0.0,56985.57
0.0,587.76,23260.08
1007.3,0.0,89397.28
750.16,0.0,41365.59
405.7,0.0,96564.99
464.08,0.0,13231.22
0.0,5000.0,99602.98
0.0,1322.9,38749.21
0.0,253.41,29985.24
0.0,1014.88,84653.18
0.0,8500.0,82855.29
0.0,317.16,71890.4
0.0,1075.69,55599.71
0.0,108.57,40858.91
0.0,792.99,85636.72
1482.26,0.0,93709.87
0.0,39.49,56389.93
0.0,1033.37,86215.47
286.37,0.0,54495.92
0.0,569.85,44903.24
0.0,216.37,35172.21
0.0,323.07,38888.23
0.0,5000.0,65643.5
969.5,0.0,64916.05
0.0,1102.6,22985.47
0.0,8500.0,58758.08
0.0,1403.23,20317.81
0.0,1000.62,91853.99
0.0,8500.0,45986.94
1096.69,0.0,50189.95
0.0,831.56,82344.6
944.78,0.0,41976.75
0.0,807.21,57634.06
0.0,476.33,40549.76
0.0,545.17,97003.8
1325.92,0.0,53715.84
5000.0,0.0,89536.16
1244.21,0.0,78581.66
0.0,414.92,36292.53
5000.0,0.0,54207.3
930.18,0.0,19372.93
0.0,658.02,16836.22
0.0,1281.71,89133.62
475.99,0.0,51179.76
838.62,0.0,85418.14
277.52,0.0,99830.18
0.0,1154.58,10069.93
0.0,8500.0,66737.52
0.0,767.83,81860.05
0.0,861.52,39338.91
827.59,0.0,93498.67
316.24,0.0,35647.27
0.0,985.0,19693.68
0.0,29.41,51924.62
301.07,0.0,82499.65
301.07,0.0,55269.91
0.0,790.63,93454.62
96.43,0.0,88338.67
0.0,5000.0,51335.73
756.15,0.0,48083.5
0.0,349.2,98133.03
5000.0,0.0,80818.29
0.0,8500.0,61478.76
880.74,0.0,94295.56
1160.44,0.0,82412.35
0.0,411.83,13910.37
599.7,0.0,29099.38
0.0,8500.0,57980.08
0.0,170.0,56873.8
5000.0,0.0,12761.44
0.0,394.66,86782.01
349.8,0.0,88943.31
0.0,8500.0,42654.67
72.56,0.0,91430.92
528.25,0.0,10090.87
65.37,0.0,79847.06
884.2,0.0,38269.73
1033.45,0.0,70562.18
0.0,1319.23,43582.11
0.0,621.23,56253.84
1201.85,0.0,72375.17
0.0,1194.56,15733.3
1432.54,0.0,52930.48
240.66,0.0,48554.91
0.0,8500.0,67275.35
330.92,0.0,73115.79
27.5,0.0,53754.89
187.0,0.0,57966.64
0.0,1220.53,26186.19
0.0,1145.07,22246.67
0.0,595.52,76894.65
8500.0,0.0,68048.14
0.0,1112.03,28838.07
0.0,720.04,15865.13
0.0,57.65,82695.5
605.08,0.0,84731.0
0.0,1239.92,90531.0
1284.31,0.0,94591.51
54.2,0.0,11028.0
0.0,8500.0,24729.69
1021.66,0.0,39477.47
0.0,575.29,23247.59
0.0,627.85,33907.96
0.0,1472.42,73727.32
0.0,969.31,52992.55
281.75,0.0,60305.05
1468.54,0.0,35101.08
700.62,0.0,89444.68
769.11,0.0,10819.58
532.41,0.0,26731.27
1476.51,0.0,42246.52
0.0,316.53,31178.35
0.0,1119.48,17346.7
0.0,1091.55,51465.88
566.18,0.0,95965.89
0.0,1072.84,34886.54
0.0,535.68,94650.0
8500.0,0.0,43842.51
238.19,0.0,65563.1
0.0,8500.0,83626.27
0.0,8500.0,19310.92
0.0,842.55,46839.43
0.0,1344.14,50599.8
0.0,796.48,33586.99
0.0,1363.51,95392.98
0.0,700.38,41484.46
129.12,0.0,98461.94
796.22,0.0,39924.95
0.0,1138.55,68026.06
0.0,7.78,42998.23
365.5,0.0,25333.55
271.69,0.0,90819.42
0.0,1426.07,88244.74
0.0,8500.0,94304.27
1165.72,0.0,61324.85
0.0,1335.28,85545.12
0.0,8500.0,24347.22
1039.47,0.0,91474.41
0.0,8500.0,72689.88
663.16,0.0,77153.71
0.0,8500.0,38263.08
1250.94,0.0,15548.07
0.0,131.3,80375.01
0.0,996.14,58527.42
0.0,528.48,86585.24
0.0,4.34,25821.47
0.0,458.93,67899.16
0.0,5000.0,76662.11
686.72,0.0,36634.97
0.0,77.88,20749.54
0.0,8500.0,89891.5
1303.24,0.0,49922.63
0.0,1072.95,85781.4
5000.0,0.0,91550.27
0.0,238.87,95698.14
0.0,8500.0,63446.25
0.0,1208.21,61957.12
0.0,1332.2,82823.88
0.0,27.23,25960.96
0.0,110.73,24195.72
0.0,339.03,96598.29
0.0,321.99,20103.08
1446.98,0.0,84981.34
0.0,8500.0,71278.37
26.43,0.0,26012.71
1472.89,0.0,40169.9
0.0,110.51,97831.17
1327.81,0.0,24638.01
0.0,1278.42,98537.08
0.0,8500.0,14680.74
0.0,1428.84,74672.81
127.78,0.0,86863.53
0.0,1070.06,70591.1
0.0,409.5,72818.94
795.42,0.0,66563.83
281.3,0.0,43577.08
0.0,193.77,20011.86
0.0,5000.0,28807.37
0.0,1309.43,73362.45
1179.03,0.0,57809.53
192.5,0.0,57551.39
0.0,787.12,92842.42
0.0,357.0,38922.31
976.45,0.0,88655.44
0.0,536.06,14377.6
0.0,435.75,98565.73
118.15,0.0,41315.51
1381.79,0.0,28739.63
0.0,118.36,54459.01
0.0,387.04,81090.5
968.06,0.0,77912.62
0.0,1474.97,55169.07
889.6,0.0,60245.07
984.41,0.0,58129.98
0.0,15.85,96229.41
0.0,1337.47,34144.13
379.35,0.0,90967.14
1449.0,0.0,62665.86
186.58,0.0,72333.11
0.0,8500.0,88327.87
0.0,1127.26,97946.32
5000.0,0.0,91288.2
0.0,1146.11,63215.61
8500.0,0.0,72398.99
1249.11,0.0,53350.94
0.0,1167.0,79286.55
1114.4,0.0,82053.04
1467.17,0.0,97673.44
0.0,281.25,63335.51
0.0,851.76,95078.38
1335.86,0.0,94378.31
993.97,0.0,10534.25
0.0,630.6,75502.62
0.0,8500.0,43991.3
543.73,0.0,96517.6
0.0,446.25,64410.48
0.0,652.04,83024.59
0.0,200.15,62338.42
939.0,0.0,61240.52
0.0,915.71,47086.73
53.14,0.0,77975.27
679.28,0.0,31169.88
262.76,0.0,57979.98
105.46,0.0,92568.94
773.16,0.0,91470.23
0.0,1228.14,27838.46
923.11,0.0,30246.1
0.0,1099.67,38436.84
0.0,1216.09,16583.66
902.14,0.0,92205.73
1108.41,0.0,10208.64
118.88,0.0,31820.24
184.17,0.0,47852.73
1334.79,0.0,21795.95
1222.56,0.0,46367.7
0.0,775.96,32715.2
0.0,244.29,76197.62
1262.12,0.0,95040.58
0.0,313.15,17904.2
0.0,714.17,60158.11
1141.84,0.0,44737.72
66.13,0.0,53984.22
0.0,385.59,28861.79
0.0,342.83,62841.71
0.0,1221.54,70291.47
0.0,8500.0,56576.75
203.07,0.0,34166.57
0.0,404.44,43964.69
868.13,0.0,42274.34
970.97,0.0,75579.59
658.75,0.0,59382.23
0.0,8500.0,60232.85
0.0,1024.67,70198.07
0.0,1278.09,39531.97
1039.65,0.0,55575.03
0.0,8500.0,41563.39
0.0,926.89,57932.74
0.0,534.87,12389.76
1321.43,0.0,81616.1
1263.81,0.0,77639.05
992.06,0.0,92849.17
591.94,0.0,14445.39
673.45,0.0,79572.26
0.0,73.91,91828.97
917.26,0.0,70792.39
184.1,0.0,34707.27
0.0,955.84,93569.54
0.0,1481.36,35393.0
708.52,0.0,96822.28
0.0,517.36,46478.96
719.9,0.0,51715.37
0.0,193.99,60597.8
0.0,8500.0,99786.21
868.74,0.0,64689.84
0.0,1130.27,25416.85
0.0,298.33,39751.51
393.62,0.0,29707.26
1460.32,0.0,51131.41
312.79,0.0,80601.83
0.0,437.46,14315.76
0.0,82.53,88192.08
0.0,741.42,67668.56
0.0,428.76,39181.07
176.31,0.0,60201.3
0.0,1121.27,62074.86
369.85,0.0,48316.54
0.0,157.19,48669.82
0.0,465.01,76573.33
673.04,0.0,13406.41
0.0,862.29,21493.21
0.0,1284.44,54082.72
1024.91,0.0,23927.55
0.0,612.01,43826.81
1120.52,0.0,95160.67
1173.68,0.0,47875.83
1211.48,0.0,23385.98
1081.98,0.0,34024.47
920.17,0.0,97308.35
5000.0,0.0,86705.42
0.0,213.12,58285.4
307.63,0.0,75405.48
0.0,1165.85,78804.17
182.26,0.0,71559.41
767.47,0.0,80867.69
0.0,605.88,47050.0
0.0,925.73,32589.26
0.0,841.58,46476.24
0.0,205.75,65258.24
0.0,843.84,75620.39
0.0,838.55,25928.13
1360.18,0.0,23736.03
1131.32,0.0,80814.31
782.82,0.0,66279.52
1144.4,0.0,67821.1
0.0,629.54,89785.55
1066.92,0.0,74931.3
679.32,0.0,51286.54
0.0,8500.0,90773.61
952.51,0.0,99327.07
515.7,0.0,51500.81
0.0,247.99,96260.29
0.0,1132.29,18565.22
985.21,0.0,99532.76
0.0,591.61,86363.24
491.25,0.0,78132.47
321.78,0.0,87661.97
804.76,0.0,52612.61
997.22,0.0,50521.99
0.0,191.88,93338.18
0.0,126.39,23838.75
1266.01,0.0,61971.39
566.83,0.0,99171.44
0.0,63.39,69038.45
0.0,651.3,75656.33
676.25,0.0,63937.96
83.96,0.0,98261.24
119.03,0.0,76982.07
756.55,0.0,46733.82
0.0,8500.0,79125.82
0.0,1078.73,51928.12
321.51,0.0,55258.17
1019.73,0.0,18473.06
0.0,8500.0,56303.22
661.38,0.0,39217.67
0.0,1323.76,19089.88
1139.06,0.0,42417.14
389.2,0.0,86074.71
0.0,103.23,67423.24
0.0,1317.12,71461.15
1234.25,0.0,64974.45
0.0,447.52,92994.31
0.0,1127.68,17538.49
0.0,746.45,95240.91
0.0,172.61,60959.58
1296.02,0.0,55152.97
0.0,55.31,85471.36
277.82,0.0,48648.1
740.74,0.0,44246.22
0.0,129.04,32053.21
821.74,0.0,67518.31
0.0,331.87,75318.06
0.0,154.38,41584.23
537.27,0.0,58089.61
0.0,1029.57,74212.13
861.06,0.0,79375.81
73.33,0.0,31161.78
942.1,0.0,56660.24
0.0,5000.0,46943.0
0.0,354.26,64601.76
0.0,8500.0,89218.42
0.0,818.07,15730.96
0.0,110.32,48352.33
8500.0,0.0,56093.74
755.98,0.0,50784.53
0.0,477.09,56296.81
0.0,505.0,83657.89
0.0,38.83,13684.72
1067.35,0.0,12888.99
203.07,0.0,92264.26
0.0,921.21,66644.67
0.0,149.99,31789.19
373.73,0.0,64225.39
699.78,0.0,54643.77
0.0,8500.0,15963.34
1241.56,0.0,69321.15
72.05,0.0,23250.08
0.0,752.31,42406.9
865.9,0.0,56863.12
430.57,0.0,20132.04
0.0,1187.7,79305.14
0.0,1000.11,59201.02
1267.84,0.0,96942.31
933.67,0.0,38912.61
0.0,979.84,87914.16
85.11,0.0,40690.98
563.92,0.0,55017.77
0.0,1447.07,45130.38
616.32,0.0,46048.96
896.36,0.0,82612.67
0.0,445.85,64903.29
0.0,479.69,98331.01
778.74,0.0,65908.61
5000.0,0.0,33354.21
0.0,994.61,53820.87
0.0,114.74,24707.16
943.71,0.0,57133.43
0.0,932.15,10132.51
0.0,1300.36,70345.71
0.0,1489.12,99287.76
0.0,8500.0,50145.03
0.0,443.02,93012.62
0.0,573.57,90631.3
0.0,1202.03,51956.17
0.0,1397.78,87292.09
0.0,1452.65,80568.3
